FID,FID_,ComuneCata,TipoColtur,Variet_,Bodenart__,Humus____,pH_Wert__i,Karbonate_,Kalkbedarf,Phosphat__,Kali__K_O_,Magnesium_,Bor__B__im,Mangan__Mn,Kupfer__Cu,Zink__Zn__,NUM,ID_string,ID_suolo,Num_Soil,Soil_newCl,Schluff,Tonig,Sand,x_Coord,y_Coord
549,800,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,lehmiger Sand,2.4,7.1,+++  sehr hoher Karbonatgehalt,0,30,24,22,0.76,37,170,19,2404/2,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674210,5148289
550,806,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffig lehmiger Sand,3.3,6.8,+  geringer bis mittlerer Karbonatgehalt,0,30,24,36,2.05,90,25,23,2446,21,Sabbioso franco limoso,21,lehmiger Sand,45,12,43,674047,5148235
551,809,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,2.5,7,+++  sehr hoher Karbonatgehalt,0,21,13,19,0.56,19,21,13,2434/3,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674123,5148249
552,815,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,sandiger Schluff,3.7,7.2,+++  sehr hoher Karbonatgehalt,0,21,35,24,1.05,23,105,14,2393,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674022,5148132
553,817,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffig lehmiger Sand,2.4,7.2,+++  sehr hoher Karbonatgehalt,0,22,19,22,0.68,30,130,12,2392,21,Sabbioso franco limoso,21,lehmiger Sand,45,12,43,673972,5148128
554,818,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,lehmiger Sand,2.4,7.1,+++  sehr hoher Karbonatgehalt,0,30,24,22,0.76,37,170,19,2403,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674199,5148132
555,820,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Lehm,2.6,7,+++  sehr hoher Karbonatgehalt,0,34,29,26,0.82,12,100,15,2439,19,Franco sabbioso,19,sandiger Lehm,40,20,40,674137,5148150
556,824,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,sandiger Schluff,3.7,7.2,+++  sehr hoher Karbonatgehalt,0,21,35,24,1.05,23,105,14,2394,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674053,5148051
557,825,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Lehm,2.6,7,+++  sehr hoher Karbonatgehalt,0,34,29,26,0.82,12,100,15,2396,19,Franco sabbioso,19,sandiger Lehm,40,20,40,674108,5148063
558,833,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,humoser lehmiger Sand,4.5,7.2,+++  sehr hoher Karbonatgehalt,0,32,42,40,1.13,59,69,32,277/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673764,5147992
559,834,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,humoser lehmiger Sand,4.5,7.2,+++  sehr hoher Karbonatgehalt,0,32,42,40,1.13,59,69,32,277/2,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673841,5147989
560,842,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,humoser lehmiger Sand,4.5,7.2,+++  sehr hoher Karbonatgehalt,0,32,42,40,1.13,59,69,32,278,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673787,5147924
561,844,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,humoser lehmiger Sand,4.5,7.2,+++  sehr hoher Karbonatgehalt,0,32,42,40,1.13,59,69,32,279,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673781,5147899
562,849,609 - Eppan a.d.Weinstrasse,01 - Obstbau,10 - Pink Lady,schluffiger Lehm,3.8,7.2,++  hoher Karbonatgehalt,0,14,12,45,1.07,103,20,11,281,22,Franco Limoso,22,schluffiger Lehm,57,25,18,673754,5147853
563,855,609 - Eppan a.d.Weinstrasse, , ,humoser schluffig lehmiger Sand,6.5,7.1,+++  sehr hoher Karbonatgehalt,0,43,23,47,1.63,75,38,29,282,10,mediamente dotato di humus Sabbioso franco limoso,10,lehmiger Sand,45,12,43,673773,5147832
564,878,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser sandiger Lehm,8.7,7.1,+++  sehr hoher Karbonatgehalt,0,36,22,49,1.1,35,26,20,252,26,umifero franco sabbioso,26,sandiger Lehm,40,20,40,673763,5147639
565,905,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Lehm,3.8,7,+++  sehr hoher Karbonatgehalt,0,40,19,40,1.35,82,71,29,181/3,19,Franco sabbioso,19,sandiger Lehm,40,20,40,673613,5147585
566,1304,678 - Algund I,01 - Obstbau,23 - Golden Delicious,stark humoser schwach lehmiger Sand,8.7,6.5,+  geringer bis mittlerer Karbonatgehalt,0,26,18,37,1.61,86,95,34,242,31,umifero Sabbioso debolmente franco,31,lehmiger Sand,20,7,73,677940,5142562
567,1305,678 - Algund I,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,4,6.4,+  geringer bis mittlerer Karbonatgehalt,0,15,16,21,0.53,96,258,30,252,17,Sabbioso franco,17,lehmiger Sand,30,20,50,677988,5142337
568,1306,678 - Algund I,01 - Obstbau,39 - Red Delicious Stan,humoser lehmiger Sand,5.7,6.5,+  geringer bis mittlerer Karbonatgehalt,0,25,22,29,1,60,228,44,217,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,678960,5142348
569,1307,678 - Algund I,01 - Obstbau,03 - Braeburn,humoser schwach lehmiger Sand,5.2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,38,21,43,1.27,37,88,39,661/1,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,678891,5142374
570,1308,678 - Algund I,01 - Obstbau,39 - Red Delicious Stan,humoser schwach lehmiger Sand,4.5,6.6,+  geringer bis mittlerer Karbonatgehalt,0,40,16,43,1.05,51,185,38,639/1,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,678821,5142050
571,1309,678 - Algund I,01 - Obstbau,45 - Verschiedene,schluffiger Sand,3.7,7,+  geringer bis mittlerer Karbonatgehalt,0,16,11,41,1.38,52,60,16,746/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,677929,5141906
572,1311,678 - Algund I,01 - Obstbau,10 - Pink Lady,schwach lehmiger Sand,4,6.8,+  geringer bis mittlerer Karbonatgehalt,0,31,26,21,1.05,31,208,28,163/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,677863,5141825
573,1312,678 - Algund I,01 - Obstbau,19 - Gala,lehmiger Sand,3.8,6.1,0  kein freies Karbonat,0,44,47,21,0.98,42,305,60,48/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,678633,5141753
574,1313,678 - Algund I,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,3.4,6.9,+  geringer bis mittlerer Karbonatgehalt,0,9,7,47,1.31,50,42,13,367,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,676731,5140633
575,1314,678 - Algund I,01 - Obstbau, ,humoser lehmiger Sand,5,6.5,+  geringer bis mittlerer Karbonatgehalt,0,31,12,46,1.44,44,52,30,690,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,677459,5141732
576,1319,678 - Algund I,02 - Weinbau,41 - Verschiedene,schwach lehmiger Sand,3.5,6.6,+  geringer bis mittlerer Karbonatgehalt,0,34,28,23,0.54,14,509,18,138/2,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,677706,5141412
577,1320,678 - Algund I,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,6.6,6.7,+  geringer bis mittlerer Karbonatgehalt,0,15,13,38,1.82,57,43,24,310,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,677252,5141462
578,1321,678 - Algund I,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,3.3,7,+  geringer bis mittlerer Karbonatgehalt,0,14,8,44,0.86,57,98,17,143,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,677884,5141385
579,1322,678 - Algund I,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,3.3,7,+  geringer bis mittlerer Karbonatgehalt,0,14,8,44,0.86,57,98,17,145,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,677903,5141428
580,1323,678 - Algund I,01 - Obstbau,19 - Gala,humoser schwach lehmiger Sand,5.4,7,+  geringer bis mittlerer Karbonatgehalt,0,29,22,38,1.22,51,58,28,311,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,677243,5141447
581,1327,678 - Algund I,01 - Obstbau,39 - Red Delicious Stan,humoser schwach lehmiger Sand,4.7,6.8,+  geringer bis mittlerer Karbonatgehalt,0,19,10,39,1.2,35,54,18,322/1,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,677188,5141393
582,1330,678 - Algund I,02 - Weinbau,41 - Verschiedene,schluffiger Sand,3.7,6.9,+  geringer bis mittlerer Karbonatgehalt,0,20,20,31,1.02,66,285,22,693,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,677693,5141165
583,1331,678 - Algund I,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,3.3,6.5,+  geringer bis mittlerer Karbonatgehalt,0,41,13,26,0.59,55,59,18,114,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,677711,5140346
584,1332,678 - Algund I,01 - Obstbau,45 - Verschiedene,humoser schwach lehmiger Sand,5.9,6.1,0  kein freies Karbonat,0,25,15,32,1.25,56,51,34,330/2,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,677123,5141295
585,1333,678 - Algund I,02 - Weinbau, ,humoser lehmiger Sand,6.9,6.6,+  geringer bis mittlerer Karbonatgehalt,0,61,24,33,0.89,31,366,69,132,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,677573,5141211
586,1334,678 - Algund I,01 - Obstbau,45 - Verschiedene,humoser schwach lehmiger Sand,5.9,6.1,0  kein freies Karbonat,0,25,15,32,1.25,56,51,34,330/1,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,677147,5141282
587,1336,678 - Algund I,01 - Obstbau, ,schwach lehmiger Sand,4,7,+  geringer bis mittlerer Karbonatgehalt,0,16,12,47,0.85,50,72,119,701,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,677815,5140837
588,1341,678 - Algund I,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.8,6.8,+  geringer bis mittlerer Karbonatgehalt,0,60,10,39,1.41,55,56,42,368,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,677049,5140502
589,1342,678 - Algund I,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.8,6.8,+  geringer bis mittlerer Karbonatgehalt,0,60,10,39,1.41,55,56,42,369,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,677047,5140486
590,1344,678 - Algund I,01 - Obstbau,18 - Fuji,sandiger Schluff,1.2,7,+  geringer bis mittlerer Karbonatgehalt,0,4,7,39,0.62,65,16,4,389,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,676844,5140413
591,1345,678 - Algund I,01 - Obstbau,23 - Golden Delicious,stark humoser schwach lehmiger Sand,8.7,6.5,+  geringer bis mittlerer Karbonatgehalt,0,26,18,37,1.61,86,95,34,540,31,umifero Sabbioso debolmente franco,31,lehmiger Sand,20,7,73,677991,5140376
592,1346,678 - Algund I,01 - Obstbau,10 - Pink Lady,humoser lehmiger Sand,6.1,6.7,+  geringer bis mittlerer Karbonatgehalt,0,27,16,50,1.71,51,74,42,380,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,677023,5140390
593,1347,678 - Algund I,01 - Obstbau,18 - Fuji,schluffiger Sand,4,6.9,+  geringer bis mittlerer Karbonatgehalt,0,17,13,35,1.55,57,76,23,539,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,678008,5140312
594,1348,678 - Algund I,01 - Obstbau, ,schwach lehmiger Sand,0.8,7.1,+  geringer bis mittlerer Karbonatgehalt,0,4,9,32,0.45,46,11,3,406/2,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,676904,5140272
595,1349,678 - Algund I,01 - Obstbau, ,schwach lehmiger Sand,0.8,7.1,+  geringer bis mittlerer Karbonatgehalt,0,4,9,32,0.45,46,11,3,407,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,677170,5140143
596,1350,678 - Algund I,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.1,6.8,+  geringer bis mittlerer Karbonatgehalt,0,33,15,40,1.19,54,54,31,536,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,678040,5140160
597,1351,678 - Algund I,01 - Obstbau, ,humoser lehmiger Sand,4.1,6.2,+  geringer bis mittlerer Karbonatgehalt,0,68,16,20,0.91,43,65,48,534/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,677999,5140096
598,1352,678 - Algund I,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.9,6.5,+  geringer bis mittlerer Karbonatgehalt,0,40,13,34,1.82,71,55,40,415,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,677156,5140060
599,1353,678 - Algund I,01 - Obstbau,45 - Verschiedene,lehmiger Sand,2.9,6.9,+  geringer bis mittlerer Karbonatgehalt,0,19,5,41,1.14,55,33,12,535,17,Sabbioso franco,17,lehmiger Sand,30,20,50,678031,5140064
600,1354,678 - Algund I,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.8,6.9,+  geringer bis mittlerer Karbonatgehalt,0,37,12,36,1.76,81,24,25,427,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,677570,5140077
601,1355,678 - Algund I,01 - Obstbau,39 - Red Delicious Stan,schwach lehmiger Sand,0.9,7.3,+  geringer bis mittlerer Karbonatgehalt,0,4,9,40,0.55,47,12,37,425,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,677456,5139995
602,1356,678 - Algund I,01 - Obstbau,39 - Red Delicious Stan,humoser lehmiger Sand,4.3,6.9,+  geringer bis mittlerer Karbonatgehalt,0,35,19,44,1.15,47,97,35,520/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,678027,5139438
603,1357,678 - Algund I,01 - Obstbau,45 - Verschiedene,lehmiger Sand,3.5,6.7,+  geringer bis mittlerer Karbonatgehalt,0,15,6,39,1.41,77,36,23,489,17,Sabbioso franco,17,lehmiger Sand,30,20,50,677639,5139147
604,1358,678 - Algund I,01 - Obstbau,45 - Verschiedene,schluffiger Sand,3.5,6.7,+  geringer bis mittlerer Karbonatgehalt,0,24,13,52,1.14,39,74,31,488/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,677832,5139055
605,1359,678 - Algund I,01 - Obstbau, ,lehmiger Sand,3.4,6.8,+  geringer bis mittlerer Karbonatgehalt,0,35,11,46,1.08,49,52,27,502/2,17,Sabbioso franco,17,lehmiger Sand,30,20,50,677913,5138832
606,1360,678 - Algund I,01 - Obstbau, ,lehmiger Sand,3.4,6.8,+  geringer bis mittlerer Karbonatgehalt,0,35,11,46,1.08,49,52,27,502/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,677896,5138810
607,1361,678 - Algund I,01 - Obstbau,45 - Verschiedene,humoser schluffiger Sand,5.3,6.7,+  geringer bis mittlerer Karbonatgehalt,0,48,11,47,1.45,50,58,36,500,12,mediamente dotato di humus Sabbioso limoso,12,schluffiger Sand,35,5,60,677838,5138742
608,1871,621 - Kaltern,01 - Obstbau,03 - Braeburn,schluffiger Sand,2.3,7.4,+++  sehr hoher Karbonatgehalt,0,10,14,19,0.66,30,9,5,4251/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674627,5137640
609,1875,621 - Kaltern,01 - Obstbau, ,schluffiger Sand,1.9,7.2,+++  sehr hoher Karbonatgehalt,0,10,17,23,0.75,24,11,6,4252/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674565,5137601
610,1876,621 - Kaltern,01 - Obstbau,19 - Gala,schwach lehmiger Sand,4,7.3,+++  sehr hoher Karbonatgehalt,0,32,28,24,0.9,9,21,13,4259/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674782,5137606
611,1893,621 - Kaltern,01 - Obstbau,19 - Gala,schwach lehmiger Sand,2.2,7.4,+++  sehr hoher Karbonatgehalt,0,8,27,20,0.46,14,7,5,4256/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674580,5137482
612,1894,621 - Kaltern,01 - Obstbau,10 - Pink Lady,schwach lehmiger Sand,2.8,7.4,+++  sehr hoher Karbonatgehalt,0,12,18,29,1.05,15,16,9,4431/3,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674390,5137436
613,1897,621 - Kaltern,01 - Obstbau,10 - Pink Lady,schwach lehmiger Sand,2.8,7.4,+++  sehr hoher Karbonatgehalt,0,12,18,29,1.05,15,16,9,4431/2,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674391,5137421
614,1898,621 - Kaltern,01 - Obstbau,19 - Gala,schwach lehmiger Sand,2.2,7.4,+++  sehr hoher Karbonatgehalt,0,8,27,20,0.46,14,7,5,4256/3,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674543,5137457
615,1900,621 - Kaltern,01 - Obstbau,03 - Braeburn,schwach lehmiger Sand,3,7.1,+++  sehr hoher Karbonatgehalt,0,20,30,16,0.54,63,20,17,4265/6,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674652,5137387
616,1902,621 - Kaltern,01 - Obstbau, ,schluffiger Sand,1.4,7.2,++  hoher Karbonatgehalt,0,13,19,16,0.37,8,7,6,4627,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673298,5137432
617,1905,621 - Kaltern,01 - Obstbau,03 - Braeburn,schwach lehmiger Sand,3,7.1,+++  sehr hoher Karbonatgehalt,0,20,30,16,0.54,63,20,17,4265/7,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674578,5137342
618,1906,621 - Kaltern,01 - Obstbau, ,schluffiger Sand,2.3,7.3,+++  sehr hoher Karbonatgehalt,0,18,29,26,0.79,20,36,8,4443/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674203,5137364
619,1907,621 - Kaltern,01 - Obstbau,45 - Verschiedene,stark humoser schluffig lehmiger Sand,10.4,7,++  hoher Karbonatgehalt,0,30,26,47,1.72,14,15,7,4267/1,28,umifero sabbioso franco limoso,28,lehmiger Sand,45,10,45,674713,5137323
620,1909,621 - Kaltern,01 - Obstbau,45 - Verschiedene,schluffiger Sand,1.2,7.5,+++  sehr hoher Karbonatgehalt,0,4,17,26,0.39,41,8,6,4653/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673345,5137349
621,1910,621 - Kaltern,01 - Obstbau, ,schluffiger Sand,2.3,7.3,+++  sehr hoher Karbonatgehalt,0,18,29,26,0.79,20,36,8,4443/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674187,5137359
622,1912,621 - Kaltern,01 - Obstbau,45 - Verschiedene,stark humoser schluffig lehmiger Sand,10.4,7,++  hoher Karbonatgehalt,0,30,26,47,1.72,14,15,7,4270/1,28,umifero sabbioso franco limoso,28,lehmiger Sand,45,10,45,674723,5137294
623,1913,621 - Kaltern,01 - Obstbau,45 - Verschiedene,schluffiger Sand,1.2,7.5,+++  sehr hoher Karbonatgehalt,0,4,17,26,0.39,41,8,6,4654/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673347,5137336
624,1914,621 - Kaltern,01 - Obstbau, ,lehmiger Sand,3.9,7.2,+++  sehr hoher Karbonatgehalt,0,20,14,28,0.4,17,30,10,4444,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674132,5137318
625,1915,621 - Kaltern,01 - Obstbau,45 - Verschiedene,schluffiger Sand,1.2,7.5,+++  sehr hoher Karbonatgehalt,0,4,17,26,0.39,41,8,6,4654/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673348,5137325
626,1917,621 - Kaltern,01 - Obstbau,45 - Verschiedene,schluffiger Sand,1.2,7.5,+++  sehr hoher Karbonatgehalt,0,4,17,26,0.39,41,8,6,4657/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673436,5137333
627,1918,621 - Kaltern,01 - Obstbau,18 - Fuji,lehmiger Sand,2.4,7.3,+++  sehr hoher Karbonatgehalt,0,15,23,17,0.37,15,13,6,4414,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674409,5137266
628,1919,621 - Kaltern,01 - Obstbau,18 - Fuji,lehmiger Sand,2.4,7.3,+++  sehr hoher Karbonatgehalt,0,15,23,17,0.37,15,13,6,4413,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674412,5137258
629,1920,621 - Kaltern,01 - Obstbau,45 - Verschiedene,stark humoser schluffig lehmiger Sand,10.4,7,++  hoher Karbonatgehalt,0,30,26,47,1.72,14,15,7,4272/1,28,umifero sabbioso franco limoso,28,lehmiger Sand,45,10,45,674727,5137260
630,1921,621 - Kaltern,01 - Obstbau,45 - Verschiedene,schluffiger Sand,1.2,7.5,+++  sehr hoher Karbonatgehalt,0,4,17,26,0.39,41,8,6,4658,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673358,5137305
631,1922,621 - Kaltern,01 - Obstbau,18 - Fuji,lehmiger Sand,2.4,7.3,+++  sehr hoher Karbonatgehalt,0,15,23,17,0.37,15,13,6,4412,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674413,5137244
632,1923,621 - Kaltern,01 - Obstbau, ,sandiger Schluff,2.2,7.4,+++  sehr hoher Karbonatgehalt,0,30,24,21,0.55,28,16,9,4275/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674731,5137243
633,1924,621 - Kaltern,01 - Obstbau,18 - Fuji,lehmiger Sand,2.4,7.3,+++  sehr hoher Karbonatgehalt,0,15,23,17,0.37,15,13,6,4410,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674415,5137218
634,1925,621 - Kaltern,01 - Obstbau, ,humoser lehmiger Sand,7.6,7.2,++  hoher Karbonatgehalt,0,9,14,26,0.58,18,11,4,4409/2,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674417,5137196
635,1926,621 - Kaltern,01 - Obstbau,10 - Pink Lady,stark humoser schwach lehmiger Sand,10,7.1,+++  sehr hoher Karbonatgehalt,0,12,16,33,0.85,15,21,9,4670,31,umifero Sabbioso debolmente franco,31,lehmiger Sand,20,7,73,673481,5137201
636,1927,621 - Kaltern,01 - Obstbau,19 - Gala,stark humoser sandiger Schluff,10.6,7.3,+  geringer bis mittlerer Karbonatgehalt,0,6,22,49,0.94,17,14,5,4408/5,27,umifero Limoso sabbioso,27,sandiger Schluff,65,5,30,674418,5137187
637,1928,621 - Kaltern,01 - Obstbau, ,schluffiger Sand,1.3,7.3,+++  sehr hoher Karbonatgehalt,0,5,23,16,0.15,20,8,5,4667/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673379,5137222
638,1929,621 - Kaltern,01 - Obstbau,19 - Gala,stark humoser sandiger Schluff,10.6,7.3,+  geringer bis mittlerer Karbonatgehalt,0,6,22,49,0.94,17,14,5,4408/4,27,umifero Limoso sabbioso,27,sandiger Schluff,65,5,30,674418,5137177
639,1930,621 - Kaltern,01 - Obstbau,45 - Verschiedene,sandiger Schluff,2.7,7.3,+++  sehr hoher Karbonatgehalt,0,18,18,27,0.74,22,23,12,4286/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674816,5137204
640,1931,621 - Kaltern,01 - Obstbau,19 - Gala,stark humoser sandiger Schluff,10.6,7.3,+  geringer bis mittlerer Karbonatgehalt,0,6,22,49,0.94,17,14,5,4408/3,27,umifero Limoso sabbioso,27,sandiger Schluff,65,5,30,674417,5137171
641,1932,621 - Kaltern,01 - Obstbau, ,humoser lehmiger Sand,7.1,6.9,+++  sehr hoher Karbonatgehalt,0,144,48,45,0.88,15,42,51,4672,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673501,5137181
642,1933,621 - Kaltern,01 - Obstbau,19 - Gala,stark humoser sandiger Schluff,10.6,7.3,+  geringer bis mittlerer Karbonatgehalt,0,6,22,49,0.94,17,14,5,4408/2,27,umifero Limoso sabbioso,27,sandiger Schluff,65,5,30,674419,5137166
643,1934,621 - Kaltern,01 - Obstbau,45 - Verschiedene,sandiger Schluff,2.7,7.3,+++  sehr hoher Karbonatgehalt,0,18,18,27,0.74,22,23,12,4287/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674824,5137190
644,1935,621 - Kaltern,01 - Obstbau,19 - Gala,schluffiger Sand,2.3,7.1,++  hoher Karbonatgehalt,0,46,32,35,0.7,35,21,15,4678/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673506,5137147
645,1936,621 - Kaltern,01 - Obstbau, ,stark humoser schluffiger Lehm,8.4,7.2,+  geringer bis mittlerer Karbonatgehalt,0,4,12,49,1.33,16,25,6,4404,29,umifero franco limoso,29,schluffiger Lehm,65,5,30,674505,5137163
646,1937,621 - Kaltern,01 - Obstbau,18 - Fuji,lehmiger Sand,2,7.3,+++  sehr hoher Karbonatgehalt,0,43,20,28,0.59,17,63,14,4682,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673516,5137120
647,1938,621 - Kaltern,01 - Obstbau,18 - Fuji,schluffig lehmiger Sand,2.2,7.1,++  hoher Karbonatgehalt,0,20,23,31,0.58,41,43,9,4620/2,21,Sabbioso franco limoso,21,lehmiger Sand,45,12,43,673892,5137121
648,1940,621 - Kaltern,01 - Obstbau, ,stark humoser schluffiger Lehm,8.4,7.2,+  geringer bis mittlerer Karbonatgehalt,0,4,12,49,1.33,16,25,6,4402,29,umifero franco limoso,29,schluffiger Lehm,65,5,30,674429,5137095
649,1941,621 - Kaltern,01 - Obstbau, ,schluffiger Sand,3.7,7,+++  sehr hoher Karbonatgehalt,0,32,19,25,1.02,20,11,24,4685,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673519,5137106
650,1942,621 - Kaltern,01 - Obstbau,45 - Verschiedene,sandiger Schluff,2.7,7.3,+++  sehr hoher Karbonatgehalt,0,18,18,27,0.74,22,23,12,4285/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674662,5137116
651,1943,621 - Kaltern,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,2.9,6.1,+++  sehr hoher Karbonatgehalt,0,115,130,51,2.16,32,27,16,4618,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673893,5137104
652,1944,621 - Kaltern,01 - Obstbau, ,schluffiger Sand,1,7.6,+++  sehr hoher Karbonatgehalt,0,27,10,35,0.61,13,9,12,4455/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674124,5137121
653,1945,621 - Kaltern,01 - Obstbau,45 - Verschiedene,sandiger Schluff,2.7,7.3,+++  sehr hoher Karbonatgehalt,0,18,18,27,0.74,22,23,12,4288,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674670,5137101
