FID,FID_,ComuneCata,TipoColtur,Variet_,Bodenart__,Humus____,pH_Wert__i,Karbonate_,Kalkbedarf,Phosphat__,Kali__K_O_,Magnesium_,Bor__B__im,Mangan__Mn,Kupfer__Cu,Zink__Zn__,NUM,ID_string,ID_suolo,Num_Soil,Soil_newCl,Schluff,Tonig,Sand,x_Coord,y_Coord
449,545,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,2.4,7,++  hoher Karbonatgehalt,0,28,21,27,1.03,38,39,12,4205/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,675479,5150009
450,547,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schwach lehmiger Sand,1,7.5,++  hoher Karbonatgehalt,0,18,19,14,0.45,0,8,5,4251/2,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,676264,5150003
451,548,609 - Eppan a.d.Weinstrasse,01 - Obstbau,38 - Red Delicious Spur,lehmiger Sand,2.1,7.1,++  hoher Karbonatgehalt,0,27,52,31,0.88,142,13,15,4251/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,676150,5149998
452,549,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,lehmiger Sand,1.9,6.9,+  geringer bis mittlerer Karbonatgehalt,0,11,9,21,0.93,96,27,16,2932,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673828,5149875
453,551,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,schwach lehmiger Sand,2.5,7.1,++  hoher Karbonatgehalt,0,20,17,35,0.96,72,36,24,4252,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,676196,5149955
454,552,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,1.9,6.3,0  kein freies Karbonat,0,12,11,20,0.66,115,281,11,4210/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,675525,5149896
455,553,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2,7,++  hoher Karbonatgehalt,0,19,10,28,0.89,36,66,19,2925/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673689,5149951
456,559,609 - Eppan a.d.Weinstrasse,01 - Obstbau,26 - Granny Smith,sandiger Schluff,2.2,7.1,+++  sehr hoher Karbonatgehalt,0,44,20,25,0.54,33,23,16,4253/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,676256,5149912
457,560,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schluffiger Sand,4.1,6.8,++  hoher Karbonatgehalt,0,43,16,38,1.42,40,144,30,3182,12,mediamente dotato di humus Sabbioso limoso,12,schluffiger Sand,35,5,60,675041,5149862
458,561,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,humoser lehmiger Sand,5.8,7,+++  sehr hoher Karbonatgehalt,0,43,18,27,1.14,23,54,31,2934,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673757,5149889
459,563,609 - Eppan a.d.Weinstrasse,01 - Obstbau,10 - Pink Lady,humoser schluffiger Sand,4.4,6.8,+  geringer bis mittlerer Karbonatgehalt,0,38,44,24,1,74,227,49,4425/2,12,mediamente dotato di humus Sabbioso limoso,12,schluffiger Sand,35,5,60,675424,5149875
460,565,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,1.9,6.3,0  kein freies Karbonat,0,12,11,20,0.66,115,281,11,4209,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,675563,5149852
461,568,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,2.2,6.5,++  hoher Karbonatgehalt,0,24,17,26,0.72,36,144,21,3189/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674865,5149845
462,570,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,humoser lehmiger Sand,5.8,7,+++  sehr hoher Karbonatgehalt,0,43,18,27,1.14,23,54,31,2933,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673735,5149836
463,571,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schwach lehmiger Sand,3.8,6.9,++  hoher Karbonatgehalt,0,39,30,28,1.34,53,37,45,2936/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,673673,5149849
464,574,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,schluffig lehmiger Sand,2.3,5.9,0  kein freies Karbonat,5,13,24,17,0.53,125,161,21,3022/2,21,Sabbioso franco limoso,21,lehmiger Sand,45,12,43,674146,5149818
465,575,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,2.2,6.5,++  hoher Karbonatgehalt,0,24,17,26,0.72,36,144,21,3190,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674878,5149799
466,576,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Schluff,1.4,6.5,+  geringer bis mittlerer Karbonatgehalt,0,34,27,14,0.56,85,155,24,3021/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674077,5149816
467,577,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,1.9,7.2,+++  sehr hoher Karbonatgehalt,0,20,15,21,0.52,14,12,12,4258/2,17,Sabbioso franco,17,lehmiger Sand,30,20,50,676342,5149827
468,578,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,3.1,5.8,++  hoher Karbonatgehalt,9,27,21,23,0.22,61,86,48,3019/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674021,5149805
469,579,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,1.9,7.2,+++  sehr hoher Karbonatgehalt,0,20,15,21,0.52,14,12,12,4258/3,17,Sabbioso franco,17,lehmiger Sand,30,20,50,676334,5149799
470,581,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,sandiger Schluff,4,7.2,++  hoher Karbonatgehalt,0,28,9,24,1.06,15,51,20,2964,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673716,5149762
471,582,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,1.5,6.4,+  geringer bis mittlerer Karbonatgehalt,0,25,31,14,0.56,125,102,13,3022/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674102,5149747
472,583,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,24,15,20,0.83,78,174,32,2992,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674450,5149713
473,584,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,24,15,20,0.83,78,174,32,2991,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674369,5149801
474,585,609 - Eppan a.d.Weinstrasse,01 - Obstbau,39 - Red Delicious Stan,schluffiger Sand,1.5,7,+  geringer bis mittlerer Karbonatgehalt,0,20,18,18,1,47,22,8,2994/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674390,5149779
475,587,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,stark humoser schwach lehmiger Sand,8.1,7.3,+++  sehr hoher Karbonatgehalt,0,54,53,20,1.62,9,28,23,2941,31,umifero Sabbioso debolmente franco,31,lehmiger Sand,20,7,73,673573,5149772
476,591,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,12,26,24,0.81,105,149,16,4399,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,675607,5149714
477,592,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schwach lehmiger Sand,5.8,6.7,++  hoher Karbonatgehalt,0,43,24,43,1.12,106,587,53,4310/1,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,676340,5149742
478,593,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,schwach lehmiger Sand,2.7,6.9,+  geringer bis mittlerer Karbonatgehalt,0,20,17,30,0.89,108,219,30,4440/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,675129,5149693
479,594,609 - Eppan a.d.Weinstrasse,01 - Obstbau,39 - Red Delicious Stan,schluffiger Sand,1.5,7,+  geringer bis mittlerer Karbonatgehalt,0,20,18,18,1,47,22,8,2993,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674408,5149727
480,595,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,12,26,24,0.81,105,149,16,4397,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,675641,5149593
481,596,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,schluffiger Sand,3.3,7.2,++  hoher Karbonatgehalt,0,51,14,25,1.37,81,274,24,3196/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674743,5149711
482,597,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,4.6,7.1,+  geringer bis mittlerer Karbonatgehalt,0,13,14,33,1.07,101,165,14,4387/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,675712,5149691
483,598,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,4.6,7.1,+  geringer bis mittlerer Karbonatgehalt,0,13,14,33,1.07,101,165,14,4396,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,675694,5149685
484,599,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,schluffiger Sand,2.2,7.1,+++  sehr hoher Karbonatgehalt,0,27,27,26,0.66,13,82,18,3181/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674929,5149695
485,600,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,schluffiger Sand,2.2,7.1,+++  sehr hoher Karbonatgehalt,0,27,27,26,0.66,13,82,18,3180/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674901,5149704
486,601,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,4.6,7.1,+  geringer bis mittlerer Karbonatgehalt,0,13,14,33,1.07,101,165,14,4387/2,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,675754,5149700
487,602,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,sandiger Schluff,1.9,7.2,++  hoher Karbonatgehalt,0,27,11,17,0.46,20,161,10,3203,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674643,5149658
488,603,609 - Eppan a.d.Weinstrasse,02 - Weinbau,43 - Vernatsch,lehmiger Sand,3.8,6.7,+  geringer bis mittlerer Karbonatgehalt,0,10,26,31,1.06,146,156,15,4269/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,676460,5149637
489,604,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffig lehmiger Sand,3.1,6.7,0  kein freies Karbonat,0,13,12,40,1.33,135,141,20,4281/2,21,Sabbioso franco limoso,21,lehmiger Sand,45,12,43,676604,5149649
490,606,609 - Eppan a.d.Weinstrasse,01 - Obstbau,39 - Red Delicious Stan,schluffiger Sand,1.5,7,+  geringer bis mittlerer Karbonatgehalt,0,20,18,18,1,47,22,8,2994/3,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674430,5149681
491,608,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,schluffiger Sand,3.3,7.2,++  hoher Karbonatgehalt,0,51,14,25,1.37,81,274,24,3197/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674756,5149659
492,609,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,4.6,7.1,+  geringer bis mittlerer Karbonatgehalt,0,13,14,33,1.07,101,165,14,4386,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,675718,5149656
493,610,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,schluffiger Sand,1.3,7.2,+++  sehr hoher Karbonatgehalt,0,25,8,15,0.39,22,141,8,3205/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674530,5149613
494,611,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schwach lehmiger Sand,4.8,6.7,+  geringer bis mittlerer Karbonatgehalt,0,31,41,40,1.8,111,276,28,4335/9,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,675910,5149659
495,612,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schwach lehmiger Sand,4.8,6.7,+  geringer bis mittlerer Karbonatgehalt,0,31,41,40,1.8,111,276,28,4335/8,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,675895,5149644
496,613,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schwach lehmiger Sand,4.8,6.7,+  geringer bis mittlerer Karbonatgehalt,0,31,41,40,1.8,111,276,28,4335/6,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,675833,5149615
497,614,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,3.9,6.8,+  geringer bis mittlerer Karbonatgehalt,0,60,26,40,1.3,44,95,52,2959,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673529,5149581
498,617,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,schluffiger Sand,1.3,7.2,+++  sehr hoher Karbonatgehalt,0,25,8,15,0.39,22,141,8,3202/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674609,5149575
499,618,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,4.6,7.1,+  geringer bis mittlerer Karbonatgehalt,0,13,14,33,1.07,101,165,14,4385,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,675728,5149596
500,620,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schwach lehmiger Sand,4.8,6.7,+  geringer bis mittlerer Karbonatgehalt,0,31,41,40,1.8,111,276,28,4335/2,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,675913,5149609
501,621,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,12,26,24,0.81,105,149,16,4375/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,675488,5149568
502,622,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,12,26,24,0.81,105,149,16,4377,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,675569,5149582
503,623,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,12,26,24,0.81,105,149,16,4382/3,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,675660,5149556
504,624,609 - Eppan a.d.Weinstrasse,01 - Obstbau,35 - Nicoter Kanzi?,sandiger Schluff,1.7,6.8,+  geringer bis mittlerer Karbonatgehalt,0,10,16,22,0.46,140,181,20,3077,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674220,5149520
505,625,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,3.1,7.1,+++  sehr hoher Karbonatgehalt,0,27,19,25,0.61,7,39,23,3172/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674766,5149517
506,626,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,12,26,24,0.81,105,149,16,4382/2,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,675620,5149554
507,627,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,12,26,24,0.81,105,149,16,4378/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,675554,5149525
508,628,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,schwach lehmiger Sand,2.7,7,+++  sehr hoher Karbonatgehalt,0,29,11,19,0.49,40,283,17,3201,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674546,5149514
509,629,609 - Eppan a.d.Weinstrasse,02 - Weinbau,43 - Vernatsch,humoser lehmiger Sand,4.1,6.7,++  hoher Karbonatgehalt,0,18,17,29,0.76,80,334,19,4274/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,676491,5149499
510,630,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Schluff,1.7,6.1,0  kein freies Karbonat,0,14,23,19,0.59,130,157,16,3034,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673976,5149539
511,633,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,3.9,6.8,+  geringer bis mittlerer Karbonatgehalt,0,60,26,40,1.3,44,95,52,2947/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673416,5149411
512,636,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,3.9,6.8,+  geringer bis mittlerer Karbonatgehalt,0,60,26,40,1.3,44,95,52,2948,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673476,5149477
513,637,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,3.9,6.8,+  geringer bis mittlerer Karbonatgehalt,0,60,26,40,1.3,44,95,52,2960,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673511,5149498
514,638,609 - Eppan a.d.Weinstrasse,01 - Obstbau,35 - Nicoter Kanzi?,sandiger Schluff,1.7,6.8,+  geringer bis mittlerer Karbonatgehalt,0,10,16,22,0.46,140,181,20,3091,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674265,5149509
515,639,609 - Eppan a.d.Weinstrasse,01 - Obstbau,35 - Nicoter Kanzi?,sandiger Schluff,1.7,6.8,+  geringer bis mittlerer Karbonatgehalt,0,10,16,22,0.46,140,181,20,3090,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674271,5149483
516,643,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,3.9,6.8,+  geringer bis mittlerer Karbonatgehalt,0,60,26,40,1.3,44,95,52,2951/3,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673461,5149430
517,646,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,humoser lehmiger Sand,6.4,6.1,0  kein freies Karbonat,0,15,17,28,0.68,164,379,39,3056,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674000,5149381
518,647,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,humoser lehmiger Sand,6.4,6.1,0  kein freies Karbonat,0,15,17,28,0.68,164,379,39,3055/4,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673984,5149379
519,654,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,4.7,5,0  kein freies Karbonat,40,20,33,19,0.72,151,224,44,3098,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674070,5149340
520,663,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,schluffig lehmiger Sand,1.9,6.9,+  geringer bis mittlerer Karbonatgehalt,0,22,13,28,0.81,163,200,22,3125,21,Sabbioso franco limoso,21,lehmiger Sand,45,12,43,674169,5149280
521,664,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,5.5,6.1,+  geringer bis mittlerer Karbonatgehalt,0,42,52,22,1.26,145,202,46,3101/2,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674107,5149295
522,665,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,4.7,5,0  kein freies Karbonat,40,20,33,19,0.72,151,224,44,3101/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674037,5149290
523,668,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,5.5,6.1,+  geringer bis mittlerer Karbonatgehalt,0,42,52,22,1.26,145,202,46,3103,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673968,5149282
524,670,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,3.8,6.6,+  geringer bis mittlerer Karbonatgehalt,0,22,21,36,0.82,142,280,24,4288/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,676534,5149234
525,673,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,5.5,6.1,+  geringer bis mittlerer Karbonatgehalt,0,42,52,22,1.26,145,202,46,3122,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674104,5149240
526,674,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,5.5,6.1,+  geringer bis mittlerer Karbonatgehalt,0,42,52,22,1.26,145,202,46,3118/4,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674057,5149202
527,675,609 - Eppan a.d.Weinstrasse,02 - Weinbau,24 - Blauburgunder,lehmiger Sand,2.7,6.4,+  geringer bis mittlerer Karbonatgehalt,0,20,27,19,0.55,145,167,26,3117,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673932,5149189
528,682,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Lehm,2.9,7.2,++  hoher Karbonatgehalt,0,31,17,37,1.18,22,51,17,2502/2,19,Franco sabbioso,19,sandiger Lehm,40,20,40,674398,5149099
529,688,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Lehm,2.9,7.2,++  hoher Karbonatgehalt,0,31,17,37,1.18,22,51,17,2502/1,19,Franco sabbioso,19,sandiger Lehm,40,20,40,674366,5149060
530,710,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schwach lehmiger Sand,2.1,7,++  hoher Karbonatgehalt,0,19,10,25,0.53,18,37,23,2509,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674255,5148803
531,711,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,3.1,5.8,0  kein freies Karbonat,9,19,23,20,0.77,132,108,28,2523,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673999,5148831
532,719,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schwach lehmiger Sand,2.5,6.8,+  geringer bis mittlerer Karbonatgehalt,0,27,28,37,1.21,120,137,24,4616/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674363,5148775
533,721,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schwach lehmiger Sand,1.9,6.6,+  geringer bis mittlerer Karbonatgehalt,0,15,10,19,0.71,74,166,16,4606/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674720,5148715
534,729,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,schluffiger Sand,1.6,6.7,+  geringer bis mittlerer Karbonatgehalt,0,18,19,25,0.58,53,44,20,6242,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,676774,5148515
535,732,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,lehmiger Sand,2.6,6.2,0  kein freies Karbonat,0,13,16,21,0.51,93,181,42,4729,17,Sabbioso franco,17,lehmiger Sand,30,20,50,674834,5148694
536,734,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schwach lehmiger Sand,2.5,6.8,+  geringer bis mittlerer Karbonatgehalt,0,27,28,37,1.21,120,137,24,4617/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674356,5148716
537,737,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schwach lehmiger Sand,3.4,7.1,++  hoher Karbonatgehalt,0,18,10,30,0.77,15,46,19,2497/2,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674290,5148642
538,744,609 - Eppan a.d.Weinstrasse,01 - Obstbau,38 - Red Delicious Spur,humoser lehmiger Sand,4.9,6.1,0  kein freies Karbonat,0,15,16,23,0.62,127,134,27,6228,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,676297,5148598
539,757,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,2.4,7.1,+++  sehr hoher Karbonatgehalt,0,16,6,32,0.68,13,48,10,2487/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674260,5148519
540,759,609 - Eppan a.d.Weinstrasse,02 - Weinbau,23 - Rul?nder,schluffig lehmiger Sand,2.8,6,0  kein freies Karbonat,0,19,34,17,0.66,144,216,28,2557/2,21,Sabbioso franco limoso,21,lehmiger Sand,45,12,43,673846,5148549
541,762,609 - Eppan a.d.Weinstrasse,01 - Obstbau,38 - Red Delicious Spur,humoser lehmiger Sand,4.9,6.1,0  kein freies Karbonat,0,15,16,23,0.62,127,134,27,6226/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,676198,5148496
542,774,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schwach lehmiger Sand,1.8,7.1,++  hoher Karbonatgehalt,0,24,17,20,0.83,58,152,14,2429,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,674161,5148400
543,778,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.1,7.1,+++  sehr hoher Karbonatgehalt,0,44,47,32,1.08,31,52,21,2426/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674241,5148478
544,783,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.1,7.1,+++  sehr hoher Karbonatgehalt,0,44,47,32,1.08,31,52,21,2422,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674245,5148451
545,788,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,2.7,7,+  geringer bis mittlerer Karbonatgehalt,0,18,14,35,1.02,127,110,25,2465,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673977,5148405
546,792,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.1,7.1,+++  sehr hoher Karbonatgehalt,0,44,47,32,1.08,31,52,21,2420,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674271,5148385
547,794,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.1,7.1,+++  sehr hoher Karbonatgehalt,0,44,47,32,1.08,31,52,21,2421,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674248,5148396
548,799,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.1,7.1,+++  sehr hoher Karbonatgehalt,0,44,47,32,1.08,31,52,21,2406,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,674254,5148294
